,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Boat Type - 1st,Boat Type - 2nd,Boat Type - 3rd,Condition,Engine,Price Group,Age Group,PV Group,Age
152,12000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1988,6.16,2.49,Plastic,Italy,188,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,34
153,12000,"Cabin Boat,Motor Yacht",Fjord power boats,"Used boat,Diesel",1978,7.2,2.95,GRP,Germany,1101,Cabin Boat,Motor Yacht,,Used boat,Diesel,Lower_50K,31-50 years,Best,44
154,12000,Cabin Boat,unspecified,"Used boat,Unleaded",1970,7.75,2.65,Steel,Netherlands,370,Cabin Boat,,,Used boat,Unleaded,Lower_50K,51-100 years,Good,52
155,11990,Sport Boat,unspecified,new boat from stock,2019,4.6,1.8,Aluminium,Germany,133,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
156,11990,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2005,5.0,4.96,PVC,France,141,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,17
157,13400,Sport Boat,Atlantic Marine power boats,new boat from stock,2019,5.3,2.39,GRP,Switzerland,284,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,3
158,11962,Sport Boat,Crescent power boats,new boat from stock,2019,4.0,1.0,unspecified,Denmark,166,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
159,11962,Launch,unspecified,new boat from stock,2020,4.0,2.0,unspecified,Denmark,134,Launch,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
160,13348,Runabout,Safter Marine power boats,new boat from stock,2020,5.0,1.9,GRP,Switzerland,273,Runabout,,,new boat from stock,,Lower_50K,0-5 years,Good,2
161,13348,Working Boat,Tinn-Silver power boats,"Display Model,Unleaded",2019,4.5,1.75,Aluminium,Switzerland,365,Working Boat,,,Display Model,Unleaded,Lower_50K,0-5 years,Good,3
162,14370,Runabout,Larson power boats,"Used boat,Unleaded",1994,5.8,2.47,unspecified,Switzerland,333,Runabout,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,28
163,12800,Sport Boat,unspecified,"Used boat,Unleaded",2019,4.8,2.0,GRP,Germany,73,Sport Boat,,,Used boat,Unleaded,Lower_50K,0-5 years,Medium,3
164,12800,Sport Boat,Four Winns power boats,Used boat,1994,6.4,2.36,unspecified,Belgium,235,Sport Boat,,,Used boat,,Lower_50K,16-30 years,Good,28
165,12770,Bowrider,Maxima power boats,new boat from stock,2020,4.9,1.9,GRP,Germany,180,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,Good,2
166,12767,Launch,unspecified,new boat from stock,2020,4.0,1.0,unspecified,Denmark,67,Launch,,,new boat from stock,,Lower_50K,0-5 years,Low,2
167,12750,Deck Boat,unspecified,new boat from stock,2020,5.7,2.25,unspecified,Germany,97,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
168,12680,Fishing Boat,Gropp power boats,Display Model,0,5.5,1.65,Aluminium,Switzerland,159,Fishing Boat,,,Display Model,,Lower_50K,0-5 years,More than avergae,0
169,14165,Sport Boat,Orkney power boats,new boat from stock,0,4.24,1.8,GRP,Switzerland,349,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,0
170,12500,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.0,2.0,GRP,Italy,147,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,3
171,12500,Trawler,unspecified,"Used boat,Diesel",1973,8.5,3.1,Steel,Netherlands,177,Trawler,,,Used boat,Diesel,Lower_50K,31-50 years,Good,49
172,12500,Trawler,Schlosswerft power boats,"Used boat,Diesel",1913,14.7,3.65,Steel,Germany,235,Trawler,,,Used boat,Diesel,Lower_50K,101+ years,Good,109
173,12500,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1994,5.6,2.2,GRP,Italy,452,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,28
174,12500,Cabin Boat,Compromis power boats,Used boat,1983,7.2,2.85,GRP,Netherlands,165,Cabin Boat,,,Used boat,,Lower_50K,31-50 years,More than avergae,39
175,12500,"Classic,Launch",unspecified,Used boat,1965,6.12,2.22,Wood,Netherlands,160,Classic,Launch,,Used boat,,Lower_50K,51-100 years,More than avergae,57
176,12500,"Classic,Launch",unspecified,Used boat,1950,6.0,2.2,Wood,Netherlands,162,Classic,Launch,,Used boat,,Lower_50K,51-100 years,More than avergae,72
177,15314,Bowrider,Ranieri International power boats,new boat from stock,0,5.1,2.1,GRP,Switzerland,278,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,Good,0
178,15314,"Cabin Boat,Sport Boat",Windy power boats,"Used boat,Unleaded",1984,7.05,2.5,GRP,Switzerland,436,Cabin Boat,Sport Boat,,Used boat,Unleaded,Lower_50K,31-50 years,Good,38
179,13690,Deck Boat,Jeanneau power boats,new boat from stock,2014,5.0,2.0,PVC,Slovakia,35,Deck Boat,,,new boat from stock,,Lower_50K,6-15 years,Low,8
180,15211,Bowrider,Yamarin power boats,new boat from stock,2018,4.57,1.93,GRP,Switzerland,212,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,Good,4
181,13566,Sport Boat,Eolo power boats,new boat from stock,2019,5.7,2.1,unspecified,Germany,214,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,3
182,15004,Pilothouse,Draco power boats,"Used boat,Unleaded",1992,6.77,2.28,unspecified,Switzerland,760,Pilothouse,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,30
183,13500,Sport Boat,Acquaviva (IT) power boats,"Used boat,Unleaded",1998,5.95,2.48,GRP,Italy,121,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,24
184,13500,Sport Boat,unspecified,"Used boat,Unleaded",1997,6.4,2.54,GRP,Italy,222,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,25
185,13500,Pilothouse,Arvor power boats,"Used boat,Diesel",1999,6.16,2.48,PVC,France,110,Pilothouse,,,Used boat,Diesel,Lower_50K,16-30 years,Medium,23
186,13500,Motor Yacht,Bayliner power boats,Used boat,1995,7.75,2.57,GRP,Netherlands,83,Motor Yacht,,,Used boat,,Lower_50K,16-30 years,Medium,27
187,13500,Sport Boat,Lema power boats,"Used boat,Diesel",1996,7.0,2.0,PVC,Spain,264,Sport Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Good,26
188,13500,Center console boat,Ranieri power boats,"Used boat,Unleaded",2002,5.45,2.15,GRP,Italy,109,Center console boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Medium,20
189,13500,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,8.8,2.79,GRP,Croatia,132,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,More than avergae,32
190,13500,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2014,4.5,2.0,PVC,France,81,Deck Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Medium,8
191,13500,Sport Boat,B̩n̩teau power boats,"Used boat,Diesel",2006,6.5,2.44,Steel,France,262,Sport Boat,,,Used boat,Diesel,Lower_50K,6-15 years,Good,16
192,13500,Launch,unspecified,"Used boat,Unleaded",1963,6.0,2.4,Wood,Netherlands,214,Launch,,,Used boat,Unleaded,Lower_50K,51-100 years,Good,59
193,14500,Bowrider,Bayliner power boats,"Used boat,Unleaded",1998,3.0,2.0,PVC,Portugal,186,Bowrider,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,24
194,16162,Sport Boat,Buster power boats,new boat from stock,0,4.86,1.85,Aluminium,Switzerland,81,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,0
195,16142,Fishing Boat,Smartliner power boats,new boat on order,2020,5.76,2.25,GRP,Switzerland,292,Fishing Boat,,,new boat on order,,Lower_50K,0-5 years,Good,2
196,14400,Fishing Boat,unspecified,new boat from stock,0,5.0,2.0,unspecified,Italy,279,Fishing Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,0
197,14366,Runabout,Karnic power boats,new boat from stock,2018,4.9,2.08,GRP,Germany,119,Runabout,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,4
198,16038,Center console boat,Seagull power boats,"Used boat,Unleaded",2006,5.25,2.16,GRP,Switzerland,151,Center console boat,,,Used boat,Unleaded,Lower_50K,6-15 years,More than avergae,16
199,15935,Motor Yacht,B2 Marine power boats,new boat from stock,2019,4.52,1.9,unspecified,Switzerland,220,Motor Yacht,,,new boat from stock,,Lower_50K,0-5 years,Good,3
200,14200,Sport Boat,Allegra power boats,Used boat,2019,6.35,2.45,unspecified,Italy,172,Sport Boat,,,Used boat,,Lower_50K,0-5 years,More than avergae,3
201,14200,Sport Boat,Romar power boats,new boat from stock,2019,5.68,1.99,GRP,Switzerland,285,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,3
202,14000,Sport Boat,Gobbi power boats,Used boat,1997,9.15,3.0,GRP,Italy,281,Sport Boat,,,Used boat,,Lower_50K,16-30 years,Good,25
203,14000,Deck Boat,Mingolla power boats,Used boat,2019,6.42,2.38,unspecified,Italy,152,Deck Boat,,,Used boat,,Lower_50K,0-5 years,More than avergae,3
204,14000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1990,6.42,2.38,GRP,Italy,132,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,More than avergae,32
205,14000,Sport Boat,Allegra power boats,new boat from stock,2018,5.6,2.35,unspecified,Italy,70,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,4
206,14000,Cabin Boat,SAS-Vektor power boats,"Used boat,Unleaded",2008,4.99,2.07,GRP,Croatia,118,Cabin Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,More than avergae,14
207,14000,Sport Boat,Rinker power boats,"Used boat,Unleaded",1992,7.16,2.59,unspecified,Italy,208,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,30
208,14950,Motor Yacht,Quicksilver power boats,Used boat,2008,5.55,2.47,unspecified,Germany,238,Motor Yacht,,,Used boat,,Lower_50K,6-15 years,Good,14
209,14900,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2014,4.7,1.85,GRP,Germany,156,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,6-15 years,More than avergae,8
210,14900,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1983,10.0,3.0,GRP,Croatia,111,Motor Yacht,,,Used boat,Unleaded,Lower_50K,31-50 years,Medium,39
211,14900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,Italy,87,Pontoon Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,2
212,14900,Fishing Boat,Vizion power boats,new boat from stock,2019,4.7,1.95,Aluminium,Germany,70,Fishing Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,3
213,14900,"Cabin Boat,Classic",unspecified,Used boat,1948,8.25,2.65,Wood,Netherlands,155,Cabin Boat,Classic,,Used boat,,Lower_50K,51-100 years,More than avergae,74
214,14900,Flybridge,Draco power boats,"Used boat,Diesel",1980,9.1,3.14,GRP,Italy,356,Flybridge,,,Used boat,Diesel,Lower_50K,31-50 years,Good,42
215,14900,Cabin Boat,Hilter power boats,"Used boat,Unleaded",1984,7.9,2.5,GRP,Germany,198,Cabin Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,38
216,14900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,5.15,2.15,PVC,France,68,Deck Boat,,,Used boat,Unleaded,Lower_50K,0-5 years,Low,5
217,14900,Center console boat,Ultramar power boats,"Used boat,Unleaded",2018,5.3,1.96,unspecified,Germany,103,Center console boat,,,Used boat,Unleaded,Lower_50K,0-5 years,Medium,4
218,14900,Trawler,unspecified,Used boat,1975,10.3,3.0,Steel,Netherlands,225,Trawler,,,Used boat,,Lower_50K,31-50 years,Good,47
219,14900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,Switzerland,80,Pontoon Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,2
220,14900,Trawler,unspecified,Used boat,2001,8.3,3.0,Steel,Netherlands,309,Trawler,,,Used boat,,Lower_50K,16-30 years,Good,21
221,14900,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,5.0,2.1,GRP,Germany,180,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,20
222,15500,Cabin Boat,Seaswirl power boats,"Used boat,Unleaded",1995,6.5,2.5,GRP,Germany,145,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,27
223,15500,Deck Boat,unspecified,"new boat from stock,Unleaded",2020,5.53,2.18,unspecified,Italy,50,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,2
224,15500,Sport Boat,Maxum power boats,"Used boat,Diesel",2007,6.12,2.31,unspecified,Malta,185,Sport Boat,,,Used boat,Diesel,Lower_50K,6-15 years,Good,15
225,15500,Sport Boat,Fjord Plast power boats,"Used boat,Unleaded",1979,6.5,2.5,GRP,Austria,125,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,More than avergae,43
226,15500,"Motor Yacht,Sport Boat",Scand power boats,"Used boat,Unleaded",1993,9.2,2.98,GRP,Austria,236,Motor Yacht,Sport Boat,,Used boat,Unleaded,Lower_50K,16-30 years,Good,29
227,15500,Trawler,Hoekstra power boats,Used boat,1976,9.5,3.2,Steel,Netherlands,253,Trawler,,,Used boat,,Lower_50K,31-50 years,Good,46
228,15500,Trawler,Skilș power boats,"Used boat,Diesel",1979,7.0,2.5,GRP,Germany,311,Trawler,,,Used boat,Diesel,Lower_50K,31-50 years,Good,43
229,15499,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.5,2.29,GRP,Germany,219,Cabin Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,2
230,15490,Deck Boat,Jeanneau power boats,new boat from stock,2017,5.0,2.0,PVC,Slovakia,71,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,5
231,15446,Center console boat,Jeanneau power boats,new boat on order,2020,5.48,2.36,GRP,Germany,56,Center console boat,,,new boat on order,,Lower_50K,0-5 years,Low,2
232,15446,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,6.34,2.48,GRP,Germany,148,Center console boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,0
233,15400,Center console boat,Ranieri power boats,new boat from stock,2019,6.0,2.25,GRP,Italy,116,Center console boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
234,15389,Deck Boat,Crescent power boats,unspecified,2019,5.0,1.0,unspecified,Denmark,45,Deck Boat,,,unspecified,,Lower_50K,0-5 years,Low,3
235,15932,Cabin Boat,Atlanta power boats,Used boat,0,7.37,1.85,unspecified,United Kingdom,140,Cabin Boat,,,Used boat,,Lower_50K,0-5 years,More than avergae,0
236,16490,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,Germany,54,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
237,17019,Center console boat,Buster power boats,new boat from stock,2018,4.57,1.83,unspecified,United Kingdom,53,Center console boat,,,new boat from stock,,Lower_50K,0-5 years,Low,4
238,18298,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,4.7,2.02,Aluminium,Switzerland,341,Fishing Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,2
239,16314,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,Germany,90,Center console boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,0
240,18108,Pilothouse,Milan  power boats,"Used boat,Diesel",1992,6.19,2.4,GRP,Switzerland,201,Pilothouse,,,Used boat,Diesel,Lower_50K,16-30 years,Good,30
241,16304,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,Germany,98,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,0
242,16220,Center console boat,Jeanneau power boats,new boat from stock,2020,5.48,2.36,GRP,Germany,99,Center console boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
243,16219,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,Germany,75,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,0
244,16200,Sport Boat,unspecified,new boat from stock,0,5.7,2.5,GRP,Germany,108,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,0
245,16190,Sport Boat,AMT power boats,new boat from stock,2019,5.15,2.08,GRP,Germany,60,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,3
246,18108,Pontoon Boat,Doral power boats,"Used boat,Unleaded",1995,7.2,2.57,GRP,Switzerland,387,Pontoon Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,27
247,18004,Pilothouse,Smartliner power boats,new boat on order,2020,6.4,2.25,GRP,Switzerland,399,Pilothouse,,,new boat on order,,Lower_50K,0-5 years,Good,2
248,18004,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,Switzerland,149,Center console boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
249,16062,Deck Boat,Yamarin power boats,new boat from stock,2020,4.0,1.0,unspecified,Denmark,50,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,2
250,16000,Sport Boat,Bombardier power boats,"Used boat,Unleaded",1998,7.35,2.6,GRP,Croatia,141,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,24
251,16900,Pilothouse,Smartliner power boats,"Used boat,Unleaded",2017,6.45,2.25,PVC,Montenegro,53,Pilothouse,,,Used boat,Unleaded,Lower_50K,0-5 years,Low,5
252,16900,Cabin Boat,Four Winns power boats,"Used boat,Unleaded",1992,6.3,2.34,GRP,Germany,154,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,30
253,16900,Bowrider,Wellcraft power boats,"Used boat,Unleaded",1995,8.53,2.59,unspecified,France,244,Bowrider,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,27
254,16900,Center console boat,Allegra power boats,"Used boat,Unleaded",2019,5.6,2.16,GRP,Italy,107,Center console boat,,,Used boat,Unleaded,Lower_50K,0-5 years,Medium,3
255,16900,"Cabin Boat,Sport Boat",Fairline power boats,"Used boat,Unleaded",1985,8.04,3.06,GRP,Germany,405,Cabin Boat,Sport Boat,,Used boat,Unleaded,Lower_50K,31-50 years,Good,37
256,16900,Motor Yacht,Jeanneau power boats,Used boat,2005,7.15,2.59,PVC,France,62,Motor Yacht,,,Used boat,,Lower_50K,16-30 years,Low,17
257,16900,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2005,7.15,2.59,PVC,France,98,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Medium,17
258,16900,Sport Boat,B̩n̩teau power boats,"Used boat,Unleaded",2003,5.47,2.34,PVC,Spain,152,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,19
259,16900,Motor Yacht,Moonfleet power boats,Used boat,0,4.8,1.6,unspecified,Latvia,121,Motor Yacht,,,Used boat,,Lower_50K,0-5 years,More than avergae,0
261,18894,Bowrider,Bella power boats,Display Model,2019,5.01,2.01,GRP,Switzerland,339,Bowrider,,,Display Model,,Lower_50K,0-5 years,Good,3
262,16870,Sport Boat,Yamarin power boats,new boat from stock,2020,5.53,2.24,GRP,Germany,127,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
263,18843,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,Switzerland,247,Center console boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,2
264,18832,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,Switzerland,241,Fishing Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,2
265,18832,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,Switzerland,331,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,25
266,17500,"Classic,Launch",unspecified,Used boat,1960,6.85,2.3,Wood,Netherlands,96,Classic,Launch,,Used boat,,Lower_50K,51-100 years,Medium,62
267,17500,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,France,144,Deck Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,17
268,17500,Motor Yacht,unspecified,Used boat,1976,10.0,3.2,Steel,Netherlands,103,Motor Yacht,,,Used boat,,Lower_50K,31-50 years,Medium,46
269,17500,Motor Yacht,unspecified,Used boat,1930,22.0,4.7,Steel,Netherlands,136,Motor Yacht,,,Used boat,,Lower_50K,51-100 years,More than avergae,92
270,17500,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,Portugal,192,Pilothouse,,,Used boat,Gas,Lower_50K,6-15 years,Good,12
271,17500,Classic,unspecified,"Used boat,Unleaded",1960,5.0,2.1,Wood,Netherlands,185,Classic,,,Used boat,Unleaded,Lower_50K,51-100 years,Good,62
272,17500,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,Netherlands,149,Trawler,,,Used boat,,Lower_50K,31-50 years,More than avergae,38
273,17490,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7.0,2.0,GRP,Germany,164,Cabin Boat,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,38
274,17490,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,Germany,162,Cabin Boat,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,45
275,19557,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5.0,1.94,Aluminium,Switzerland,215,Fishing Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,3
276,19557,Center console boat,Italmar power boats,Display Model,0,5.7,2.2,GRP,Switzerland,237,Center console boat,,,Display Model,,Lower_50K,0-5 years,Good,0
277,17500,Trawler,unspecified,Used boat,1978,8.5,3.25,Steel,Netherlands,199,Trawler,,,Used boat,,Lower_50K,31-50 years,Good,44
278,19557,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,Switzerland,335,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,21
279,19557,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,Switzerland,686,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,32
280,20177,Water ski,Correct Craft power boats,"Used boat,Unleaded",1998,5.9,2.32,GRP,Switzerland,1028,Water ski,,,Used boat,Unleaded,Lower_50K,16-30 years,Best,24
281,20177,Pilothouse,Pegazus power boats,new boat from stock,0,5.4,2.54,GRP,Switzerland,349,Pilothouse,,,new boat from stock,,Lower_50K,0-5 years,Good,0
282,20177,Pontoon Boat,Ranieri International power boats,"Used boat,Unleaded",2020,4.99,2.06,unspecified,Switzerland,409,Pontoon Boat,,,Used boat,Unleaded,Lower_50K,0-5 years,Good,2
